納品数,販売数,時系列インデックス,タイトル,累積販売数,消化率
0,346,48,一番くじワンピースヒストリーオブゾロ,870879,0.9710094995986085
0,364,49,一番くじワンピースヒストリーオブゾロ,871243,0.9714153509945589
0,594,50,一番くじワンピースヒストリーオブゾロ,871837,0.9720776469538845
0,430,51,一番くじワンピースヒストリーオブゾロ,872267,0.97255708678976
0,278,52,一番くじワンピースヒストリーオブゾロ,872545,0.9728670502185354
0,287,53,一番くじワンピースヒストリーオブゾロ,872832,0.9731870484345732
0,271,54,一番くじワンピースヒストリーオブゾロ,873103,0.973489207028811
0,258,55,一番くじワンピースヒストリーオブゾロ,873361,0.9737768709303363
0,298,56,一番くじワンピースヒストリーオブゾロ,873659,0.9741091338863616
0,274,57,一番くじワンピースヒストリーオブゾロ,873933,0.9744146374096869
0,213,58,一番くじワンピースヒストリーオブゾロ,874146,0.9746521273748997
0,352,59,一番くじワンピースヒストリーオブゾロ,874498,0.9750445990545
0,4335,0,一番くじワンピース～ＶＳ海軍編～,4335,0.0029437969072136946
743622,48236,1,一番くじワンピース～ＶＳ海軍編～,52571,0.03569973407361733
728768,152293,2,一番くじワンピース～ＶＳ海軍編～,204864,0.13911834131474657
198,149639,3,一番くじワンピース～ＶＳ海軍編～,354503,0.24073467935362777
0,124265,4,一番くじワンピース～ＶＳ海軍編～,478768,0.3251201286442644
0,93367,5,一番くじワンピース～ＶＳ海軍編～,572135,0.38852347024422307
0,61860,6,一番くじワンピース～ＶＳ海軍編～,633995,0.4305311465257085
0,53107,7,一番くじワンピース～ＶＳ海軍編～,687102,0.4665948656379109
0,43909,8,一番くじワンピース～ＶＳ海軍編～,731011,0.4964124385096171
0,44249,9,一番くじワンピース～ＶＳ海軍編～,775260,0.5264608974132615
0,52642,10,一番くじワンピース～ＶＳ海軍編～,827902,0.5622088459229602
0,45293,11,一番くじワンピース～ＶＳ海軍編～,873195,0.5929662607599682
0,27876,12,一番くじワンピース～ＶＳ海軍編～,901071,0.611896199072653
0,23021,13,一番くじワンピース～ＶＳ海軍編～,924092,0.6275292206645715
0,23086,14,一番くじワンピース～ＶＳ海軍編～,947178,0.643206382233184
0,20092,15,一番くじワンピース～ＶＳ海軍編～,967270,0.6568503885676102
0,18812,16,一番くじワンピース～ＶＳ海軍編～,986082,0.669625176899445
0,21149,17,一番くじワンピース～ＶＳ海軍編～,1007231,0.6839869671625737
0,17754,18,一番くじワンピース～ＶＳ海軍編～,1024985,0.6960432924891415
0,11335,19,一番くじワンピース～ＶＳ海軍編～,1036320,0.7037406253480267
0,10328,20,一番くじワンピース～ＶＳ海軍編～,1046648,0.7107541281064358
0,10019,21,一番くじワンピース～ＶＳ海軍編～,1056667,0.7175577962064067
0,9509,22,一番くじワンピース～ＶＳ海軍編～,1066176,0.7240151352584702
0,9328,23,一番くじワンピース～ＶＳ海軍編～,1075504,0.7303495614523546
0,12821,24,一番くじワンピース～ＶＳ海軍編～,1088325,0.7390560020861232
0,11217,25,一番くじワンピース～ＶＳ海軍編～,1099542,0.7466732039103945
0,8609,26,一番くじワンピース～ＶＳ海軍編～,1108151,0.7525193740543858
0,7681,27,一番くじワンピース～ＶＳ海軍編～,1115832,0.7577353611464985
0,7866,28,一番くじワンピース～ＶＳ海軍編～,1123698,0.7630769774030483
0,7262,29,一番くじワンピース～ＶＳ海軍編～,1130960,0.7680084314146252
0,8142,30,一番くじワンピース～ＶＳ海軍編～,1139102,0.7735374728029836
0,10773,31,一番くじワンピース～ＶＳ海軍編～,1149875,0.780853164632606
0,10273,32,一番くじワンピース～ＶＳ海軍編～,1160148,0.7878293181799662
0,6497,33,一番くじワンピース～ＶＳ海軍編～,1166645,0.7922412786196819
0,6058,34,一番くじワンピース～ＶＳ海軍編～,1172703,0.7963551244475712
0,6190,35,一番くじワンピース～ＶＳ海軍編～,1178893,0.8005586083819779
0,5886,36,一番くじワンピース～ＶＳ海軍編～,1184779,0.804555653040769
0,5659,37,一番くじワンピース～ＶＳ海軍編～,1190438,0.8083985473194132
0,7059,38,一番くじワンピース～ＶＳ海軍編～,1197497,0.8131921487883916
0,6120,39,一番くじワンピース～ＶＳ海軍編～,1203617,0.8173480973632815
0,4393,40,一番くじワンピース～ＶＳ海軍編～,1208010,0.8203312807112376
0,4603,41,一番くじワンピース～ＶＳ海軍編～,1212613,0.8234570701377439
0,4244,42,一番くじワンピース～ＶＳ海軍編～,1216857,0.8263390710775859
0,3919,43,一番くじワンピース～ＶＳ海軍編～,1220776,0.8290003721339574
0,4248,44,一番くじワンピース～ＶＳ海軍編～,1225024,0.8318850893800575
0,5250,45,一番くじワンピース～ＶＳ海軍編～,1230274,0.8354502413438111
0,5053,46,一番くじワンピース～ＶＳ海軍編～,1235327,0.8388816152243533
0,3277,47,一番くじワンピース～ＶＳ海軍編～,1238604,0.8411069491263001
0,3070,48,一番くじワンピース～ＶＳ海軍編～,1241674,0.8431917141793903
0,2774,49,一番くじワンピース～ＶＳ海軍編～,1244448,0.8450754725693812
0,2699,50,一番くじワンピース～ＶＳ海軍編～,1247147,0.8469083002170329
0,3015,51,一番くじワンピース～ＶＳ海軍編～,1250162,0.8489557160590743
0,3738,52,一番くじワンピース～ＶＳ海軍編～,1253900,0.8514941042572668
0,3703,53,一番くじワンピース～ＶＳ海軍編～,1257603,0.854008724775701
0,3073,54,一番くじワンピース～ＶＳ海軍編～,1260676,0.8560955270584848
0,2609,55,一番くじワンピース～ＶＳ海軍編～,1263285,0.8578672378153293
0,2923,56,一番くじワンピース～ＶＳ海軍編～,1266208,0.8598521786134343
0,2800,57,一番くじワンピース～ＶＳ海軍編～,1269008,0.8617535929941029
0,2767,58,一番くじワンピース～ＶＳ海軍編～,1271775,0.8636325978481422
0,3082,59,一番くじワンピース～ＶＳ海軍編～,1274857,0.8657255118200067
0,913,0,一番くじスターウォーズハロウィン,913,0.0015521904927057247
299201,12676,1,一番くじスターウォーズハロウィン,13589,0.023102646884313356
288950,23398,2,一番くじスターウォーズハロウィン,36987,0.06288156599529753
50,28005,3,一番くじスターウォーズハロウィン,64992,0.11049284173267301
0,25849,4,一番くじスターウォーズハロウィン,90841,0.15443870377643015
0,21249,5,一番くじスターウォーズハロウィン,112090,0.19056410988760644
0,14563,6,一番くじスターウォーズハロウィン,126653,0.215322653310688
0,14061,7,一番くじスターウォーズハロウィン,140714,0.2392277469776488
0,12632,8,一番くじスターウォーズハロウィン,153346,0.2607033990081622
0,14168,9,一番くじスターウォーズハロウィン,167514,0.28479040328051125
0,17497,10,一番くじスターウォーズハロウィン,185011,0.3145370375092868
0,15596,11,一番くじスターウォーズハロウィン,200607,0.3410517833189675
0,9708,12,一番くじスターウォーズハロウィン,210315,0.3575563455349447
0,9619,13,一番くじスターウォーズハロウィン,219934,0.3739095989296176
0,9569,14,一番くじスターウォーズハロウィン,229503,0.3901778473685016
0,9526,15,一番くじスターウォーズハロウィン,239029,0.40637299154540707
0,10064,16,一番くじスターウォーズハロウィン,249093,0.4234827890466014
0,12511,17,一番くじスターウォーズハロウィン,261604,0.4447527290841056
0,11165,18,一番くじスターウォーズハロウィン,272769,0.46373433571177197
0,7261,19,一番くじスターウォーズハロウィン,280030,0.47607875539143935
0,7159,20,一番くじスターウォーズハロウィン,287189,0.48824976496129724
0,7492,21,一番くじスターウォーズハロウィン,294681,0.5009869075367094
0,7106,22,一番くじスターウォーズハロウィン,301787,0.5130678118534311
0,6968,23,一番くじスターウォーズハロウィン,308755,0.5249141024921753
0,10070,24,一番くじスターウォーズハロウィン,318825,0.5420341005880643
0,9654,25,一番くじスターウォーズハロウィン,328479,0.5584468574517895
0,6478,26,一番くじスターウォーズハロウィン,334957,0.5694600995238023
0,6563,27,一番くじスターウォーズハロウィン,341520,0.5806178500206562
0,6377,28,一番くじスターウォーズハロウィン,347897,0.5914593820819753
0,7946,29,一番くじスターウォーズハロウィン,355843,0.6049683696559509
0,5595,30,一番くじスターウォーズハロウィン,361438,0.6144804242087314
0,6507,31,一番くじスターウォーズハロウィン,367945,0.6255429691551018
0,5774,32,一番くじスターウォーズハロウィン,373719,0.6353593414496065
0,4068,33,一番くじスターウォーズハロウィン,377787,0.6422753446525933
0,3475,34,一番くじスターウォーズハロウィン,381262,0.6481831890799233
0,3319,35,一番くじスターウォーズハロウィン,384581,0.653825818045192
0,3434,36,一番くじスターウォーズハロウィン,388015,0.6596639584087752
0,3909,37,一番くじスターウォーズハロウィン,391924,0.6663096458523532
0,5092,38,一番くじスターウォーズハロウィン,397016,0.6749665505498971
0,4396,39,一番くじスターウォーズハロウィン,401412,0.6824401862628591
0,2796,40,一番くじスターウォーズハロウィン,404208,0.6871936633905756
0,2918,41,一番くじスターウォーズハロウィン,407126,0.6921545526104171
0,2791,42,一番くじスターウォーズハロウィン,409917,0.6968995292425548
0,2823,43,一番くじスターウォーズハロウィン,412740,0.7016989090463974
0,2959,44,一番くじスターウォーズハロウィン,415699,0.7067295023299859
0,3549,45,一番くじスターウォーズハロウィン,419248,0.7127631540918835
0,3061,46,一番くじスターウォーズハロウィン,422309,0.7179671574852814
0,2153,47,一番くじスターウォーズハロウィン,424462,0.7216274708815524
0,2226,48,一番くじスターウォーズハロウィン,426688,0.7254118915132752
0,2423,49,一番くじスターウォーズハロウィン,429111,0.7295312316708064
0,1666,50,一番くじスターウォーズハロウィン,430777,0.7323635967976933
0,2419,51,一番くじスターウォーズハロウィン,433196,0.7364761365587614
0,2746,52,一番くじスターウォーズハロウィン,435942,0.741144608730689
0,2523,53,一番くじスターウォーズハロウィン,438465,0.745433958799798
0,1759,54,一番くじスターウォーズハロウィン,440224,0.7484244331444523
0,1743,55,一番くじスターウォーズハロウィン,441967,0.7513877059032542
0,1603,56,一番くじスターウォーズハロウィン,443570,0.754112964785847
0,1573,57,一番くじスターウォーズハロウィン,445143,0.7567872206949665
0,1915,58,一番くじスターウォーズハロウィン,447058,0.7600429105016823
0,2440,59,一番くじスターウォーズハロウィン,449498,0.7641911523441817
132,2754,0,一番くじくまのプーさん,2754,0.003248775515981994
399036,37133,1,一番くじくまのプーさん,39887,0.0470529807574342
377322,64313,2,一番くじくまのプーさん,104200,0.12292026462066948
0,53506,3,一番くじくまのプーさん,157706,0.18603899474344818
0,46196,4,一番くじくまのプーさん,203902,0.24053443182997838
66,39832,5,一番くじくまのプーさん,243734,0.28752253144965695
0,37821,6,一番くじくまのプーさん,281555,0.3321383407415796
0,38080,7,一番くじくまのプーさん,319635,0.3770596812094788
66,39565,8,一番くじくまのプーさん,359200,0.42373281239678
22770,30678,9,一番くじくまのプーさん,389878,0.45992233137982125
0,23020,10,一番くじくまのプーさん,412898,0.4870780366731784
0,22130,11,一番くじくまのプーさん,435028,0.5131838471919443
0,19652,12,一番くじくまのプーさん,454680,0.5363664675405566
25344,19744,13,一番くじくまのプーさん,474424,0.5596576163377783
22704,20864,14,一番くじくまのプーさん,495288,0.5842699810311146
132,23216,15,一番くじくまのプーさん,518504,0.6116568991062918
132,21375,16,一番くじくまのプーさん,539879,0.6368720685522304
0,17424,17,一番くじくまのプーさん,557303,0.6574264129932146
0,12027,18,一番くじくまのプーさん,569330,0.6716141483347962
0,11850,19,一番くじくまのプーさん,581180,0.6855930843785095
0,10592,20,一番くじくまのプーさん,591772,0.698088011853194
0,10583,21,一番くじくまのプーさん,602355,0.7105723224144277
0,12487,22,一番くじくまのプーさん,614842,0.7253026999990563
0,11049,23,一番くじくまのプーさん,625891,0.7383367307456377
0,8187,24,一番くじくまのプーさん,634078,0.7479945830148259
0,7595,25,一番くじくまのプーさん,641673,0.7569540783103537
0,6850,26,一番くじくまのプーさん,648523,0.765034729103555
0,6890,27,一番くじくまのプーさん,655413,0.7731625661787606
0,6738,28,一番くじくまのプーさん,662151,0.7811110953823505
0,7920,29,一番くじくまのプーさん,670071,0.7904539792191614
0,7229,30,一番くじくまのプーさん,677300,0.7989817200343516
0,4215,31,一番くじくまのプーさん,681515,0.8039539745005332
0,3933,32,一番くじくまのプーさん,685448,0.8085935656785859
0,4251,33,一番くじくまのプーさん,689699,0.8136082877985712
0,4544,34,一番くじくまのプーさん,694243,0.8189686494342365
0,4220,35,一番くじくまのプーさん,698463,0.8239468021856686
0,5481,36,一番くじくまのプーさん,703944,0.8304125024772798
0,4912,37,一番くじくまのプーさん,708856,0.8362069779073827
0,2740,38,一番くじくまのプーさん,711596,0.8394392382246634
0,2841,39,一番くじくまのプーさん,714437,0.8427906439040043
0,2942,40,一番くじくまのプーさん,717379,0.8462611949454055
0,2510,41,一番くじくまのプーさん,719889,0.8492221341411624
0,2742,42,一番くじくまのプーさん,722631,0.8524567537725433
0,3224,43,一番くじくまのプーさん,725855,0.8562599681020734
0,2568,44,一番くじくまのプーさん,728423,0.8592893274067364
0,1956,45,一番くじくまのプーさん,730379,0.8615967365967366
0,1792,46,一番くじくまのプーさん,732171,0.86371068203052
0,1726,47,一番くじくまのプーさん,733897,0.8657467700989968
0,1777,48,一番くじくまのプーさん,735674,0.8678430206770288
0,1946,49,一番くじくまのプーさん,737620,0.8701386332965281
0,2499,50,一番くじくまのプーさん,740119,0.873086596264734
0,2207,51,一番くじくまのプーさん,742326,0.8756900993743099
0,1544,52,一番くじくまのプーさん,743870,0.877511489859668
0,1283,53,一番くじくまのプーさん,745153,0.8790249898549494
0,1377,54,一番くじくまのプーさん,746530,0.8806493776129404
0,1268,55,一番くじくまのプーさん,747798,0.8821451827524702
0,1179,56,一番くじくまのプーさん,748977,0.8835359984145409
0,1388,57,一番くじくまのプーさん,750365,0.885173362400083
0,1502,58,一番くじくまのプーさん,751867,0.8869452072893368
0,893,59,一番くじくまのプーさん,752760,0.8879986410350783
1100,21,0,＃とるパカ！夏目友人帳エコバッグ,21,0.015107913669064749
290,466,1,＃とるパカ！夏目友人帳エコバッグ,487,0.35035971223021584
0,144,2,＃とるパカ！夏目友人帳エコバッグ,631,0.4539568345323741
0,61,3,＃とるパカ！夏目友人帳エコバッグ,692,0.497841726618705
0,23,4,＃とるパカ！夏目友人帳エコバッグ,715,0.5143884892086331
0,27,5,＃とるパカ！夏目友人帳エコバッグ,742,0.5338129496402878
0,14,6,＃とるパカ！夏目友人帳エコバッグ,756,0.543884892086331
0,32,7,＃とるパカ！夏目友人帳エコバッグ,788,0.5669064748201439
0,19,8,＃とるパカ！夏目友人帳エコバッグ,807,0.5805755395683453
0,28,9,＃とるパカ！夏目友人帳エコバッグ,835,0.6007194244604317
0,14,10,＃とるパカ！夏目友人帳エコバッグ,849,0.6107913669064748
0,22,11,＃とるパカ！夏目友人帳エコバッグ,871,0.6266187050359712
0,11,12,＃とるパカ！夏目友人帳エコバッグ,882,0.6345323741007194
0,14,13,＃とるパカ！夏目友人帳エコバッグ,896,0.6446043165467625
0,9,14,＃とるパカ！夏目友人帳エコバッグ,905,0.6510791366906474
0,9,15,＃とるパカ！夏目友人帳エコバッグ,914,0.6575539568345323
0,8,16,＃とるパカ！夏目友人帳エコバッグ,922,0.6633093525179856
0,6,17,＃とるパカ！夏目友人帳エコバッグ,928,0.6676258992805756
0,6,18,＃とるパカ！夏目友人帳エコバッグ,934,0.6719424460431654
0,3,19,＃とるパカ！夏目友人帳エコバッグ,937,0.6741007194244605
0,1,20,＃とるパカ！夏目友人帳エコバッグ,938,0.6748201438848921
0,6,21,＃とるパカ！夏目友人帳エコバッグ,944,0.679136690647482
0,3,22,＃とるパカ！夏目友人帳エコバッグ,947,0.681294964028777
0,2,23,＃とるパカ！夏目友人帳エコバッグ,949,0.6827338129496403
0,6,24,＃とるパカ！夏目友人帳エコバッグ,955,0.6870503597122302
0,6,25,＃とるパカ！夏目友人帳エコバッグ,961,0.6913669064748201
0,3,26,＃とるパカ！夏目友人帳エコバッグ,964,0.6935251798561151
0,1,27,＃とるパカ！夏目友人帳エコバッグ,965,0.6942446043165468
0,6,28,＃とるパカ！夏目友人帳エコバッグ,971,0.6985611510791367
0,3,29,＃とるパカ！夏目友人帳エコバッグ,974,0.7007194244604317
0,5,30,＃とるパカ！夏目友人帳エコバッグ,979,0.7043165467625899
0,4,31,＃とるパカ！夏目友人帳エコバッグ,983,0.7071942446043166
0,2,32,＃とるパカ！夏目友人帳エコバッグ,985,0.7086330935251799
0,7,33,＃とるパカ！夏目友人帳エコバッグ,992,0.7136690647482015
0,4,34,＃とるパカ！夏目友人帳エコバッグ,996,0.7165467625899281
0,4,35,＃とるパカ！夏目友人帳エコバッグ,1000,0.7194244604316546
0,5,36,＃とるパカ！夏目友人帳エコバッグ,1005,0.7230215827338129
0,4,37,＃とるパカ！夏目友人帳エコバッグ,1009,0.7258992805755395
0,5,38,＃とるパカ！夏目友人帳エコバッグ,1014,0.7294964028776978
0,9,39,＃とるパカ！夏目友人帳エコバッグ,1023,0.7359712230215827
0,8,40,＃とるパカ！夏目友人帳エコバッグ,1031,0.741726618705036
0,2,41,＃とるパカ！夏目友人帳エコバッグ,1033,0.7431654676258993
0,3,42,＃とるパカ！夏目友人帳エコバッグ,1036,0.7453237410071942
0,3,43,＃とるパカ！夏目友人帳エコバッグ,1039,0.7474820143884892
0,4,44,＃とるパカ！夏目友人帳エコバッグ,1043,0.7503597122302158
0,2,45,＃とるパカ！夏目友人帳エコバッグ,1045,0.7517985611510791
0,6,46,＃とるパカ！夏目友人帳エコバッグ,1051,0.7561151079136691
0,4,47,＃とるパカ！夏目友人帳エコバッグ,1055,0.7589928057553957
0,3,48,＃とるパカ！夏目友人帳エコバッグ,1058,0.7611510791366907
0,4,49,＃とるパカ！夏目友人帳エコバッグ,1062,0.7640287769784173
0,3,50,＃とるパカ！夏目友人帳エコバッグ,1065,0.7661870503597122
0,4,51,＃とるパカ！夏目友人帳エコバッグ,1069,0.7690647482014389
0,8,52,＃とるパカ！夏目友人帳エコバッグ,1077,0.7748201438848921
0,3,53,＃とるパカ！夏目友人帳エコバッグ,1080,0.7769784172661871
0,2,54,＃とるパカ！夏目友人帳エコバッグ,1082,0.7784172661870503
0,2,55,＃とるパカ！夏目友人帳エコバッグ,1084,0.7798561151079136
0,0,56,＃とるパカ！夏目友人帳エコバッグ,1084,0.7798561151079136
0,5,57,＃とるパカ！夏目友人帳エコバッグ,1089,0.7834532374100719
0,1,58,＃とるパカ！夏目友人帳エコバッグ,1090,0.7841726618705036
0,7,59,＃とるパカ！夏目友人帳エコバッグ,1097,0.7892086330935252
0,2833,0,一番くじモンスターハンター４,2833,0.0031014626029076896
451600,44002,1,一番くじモンスターハンター４,46835,0.051273208968295673
461680,92526,2,一番くじモンスターハンター４,139361,0.15256721842704501
80,75437,3,一番くじモンスターハンター４,214798,0.2351528288667017
0,48894,4,一番くじモンスターハンター４,263692,0.2886801541425819
0,47705,5,一番くじモンスターハンター４,311397,0.3409058066211245
0,49239,6,一番くじモンスターハンター４,360636,0.39481082501313713
0,35857,7,一番くじモンスターハンター４,396493,0.4340657295498336
0,35709,8,一番くじモンスターハンター４,432202,0.4731586092135225
0,38147,9,一番くじモンスターハンター４,470349,0.5149205202312138
0,32320,10,一番くじモンスターハンター４,502669,0.5503032492555614
0,27490,11,一番くじモンスターハンター４,530159,0.580398274654055
80,25772,12,一番くじモンスターハンター４,555931,0.6086124978104747
0,22264,13,一番くじモンスターハンター４,578195,0.6329862935715537
0,20461,14,一番くじモンスターハンター４,598656,0.6553862322648449
0,19189,15,一番くじモンスターハンター４,617845,0.6763936328603959
0,20130,16,一番くじモンスターハンター４,637975,0.6984312051147311
0,17194,17,一番くじモンスターハンター４,655169,0.7172545542126467
0,13324,18,一番くじモンスターハンター４,668493,0.7318411718339464
0,10992,19,一番くじモンスターハンター４,679485,0.743874802942722
0,10760,20,一番くじモンスターハンター４,690245,0.7556544491154318
0,9530,21,一番くじモンスターハンター４,699775,0.7660875372219302
0,9372,22,一番くじモンスターハンター４,709147,0.7763476528288668
0,8513,23,一番くじモンスターハンター４,717660,0.7856673673147662
0,7330,24,一番くじモンスターハンター４,724990,0.7936919775792608
0,5425,25,一番くじモンスターハンター４,730415,0.7996310649851113
0,4531,26,一番くじモンスターハンター４,734946,0.8045914345769837
0,4884,27,一番くじモンスターハンター４,739830,0.8099382553862323
0,4434,28,一番くじモンスターハンター４,744264,0.8147924330005255
0,4736,29,一番くじモンスターハンター４,749000,0.8199772289367665
0,6910,30,一番くじモンスターハンター４,755910,0.8275420388859696
0,5815,31,一番くじモンスターハンター４,761725,0.8339080837274478
0,3739,32,一番くじモンスターハンター４,765464,0.8380014012961989
0,3026,33,一番くじモンスターハンター４,768490,0.8413141530916097
0,3076,34,一番くじモンスターハンター４,771566,0.8446816430197933
0,2882,35,一番くじモンスターハンター４,774448,0.8478367489928184
0,3052,36,一番くじモンスターハンター４,777500,0.851177964617271
0,4069,37,一番くじモンスターハンター４,781569,0.8556325538623226
0,3541,38,一番くじモンスターハンター４,785110,0.8595091084252934
0,2448,39,一番くじモンスターハンター４,787558,0.8621890874058504
0,2221,40,一番くじモンスターハンター４,789779,0.8646205552636188
0,1974,41,一番くじモンスターハンター４,791753,0.8667816167454896
0,2126,42,一番くじモンスターハンター４,793879,0.8691090821509897
0,2296,43,一番くじモンスターハンター４,796175,0.8716226572079173
0,2937,44,一番くじモンスターハンター４,799112,0.8748379751269925
0,2656,45,一番くじモンスターハンター４,801768,0.8777456647398844
0,2421,46,一番くじモンスターハンター４,804189,0.8803960851287441
0,1608,47,一番くじモンスターハンター４,805797,0.8821564634787178
0,1508,48,一番くじモンスターハンター４,807305,0.8838073655631459
0,1737,49,一番くじモンスターハンター４,809042,0.8857089682956735
0,2187,50,一番くじモンスターハンター４,811229,0.8881032142231564
0,2051,51,一番くじモンスターハンター４,813280,0.8903485724294973
0,2224,52,一番くじモンスターハンター４,815504,0.8927833245752321
0,1634,53,一番くじモンスターハンター４,817138,0.8945721667542477
0,1057,54,一番くじモンスターハンター４,818195,0.895729330881065
0,993,55,一番くじモンスターハンター４,819188,0.8968164301979331
0,1075,56,一番くじモンスターハンター４,820263,0.8979933000525486
0,1208,57,一番くじモンスターハンター４,821471,0.8993157733403399
0,1457,58,一番くじモンスターハンター４,822928,0.9009108425293396
0,1484,59,一番くじモンスターハンター４,824412,0.9025354703100368
1400,16273,0,一番くじアイドリッシュセブン＆すみっコぐらし,16273,0.06398883252723055
141050,84721,1,一番くじアイドリッシュセブン＆すみっコぐらし,100994,0.39712948763320355
111790,60882,2,一番くじアイドリッシュセブン＆すみっコぐらし,161876,0.6365302190240258
0,25058,3,一番くじアイドリッシュセブン＆すみっコぐらし,186934,0.7350635051708545
0,12795,4,一番くじアイドリッシュセブン＆すみっコぐらし,199729,0.7853761157642247
0,7737,5,一番くじアイドリッシュセブン＆すみっコぐらし,207466,0.8157996146435453
0,4862,6,一番くじアイドリッシュセブン＆すみっコぐらし,212328,0.8349180134481539
0,4812,7,一番くじアイドリッシュセブン＆すみっコぐらし,217140,0.8538398018166804
0,3215,8,一番くじアイドリッシュセブン＆すみっコぐらし,220355,0.8664818528567496
70,2991,9,一番くじアイドリッシュセブン＆すみっコぐらし,223346,0.8782430891431717
0,2083,10,一番くじアイドリッシュセブン＆すみっコぐらし,225429,0.8864338799103456
0,1474,11,一番くじアイドリッシュセブン＆すみっコぐらし,226903,0.8922299555660415
0,1309,12,一番くじアイドリッシュセブン＆すみっコぐらし,228212,0.8973772167826668
0,1153,13,一番くじアイドリッシュセブン＆すみっコぐらし,229365,0.9019110534387166
0,1016,14,一番くじアイドリッシュセブン＆すみっコぐらし,230381,0.9059061774999017
0,933,15,一番くじアイドリッシュセブン＆すみっコぐらし,231314,0.9095749282371909
0,1398,16,一番くじアイドリッシュセブン＆すみっコぐらし,232712,0.9150721560300421
0,1890,17,一番くじアイドリッシュセブン＆すみっコぐらし,234602,0.9225040305139397
0,532,18,一番くじアイドリッシュセブン＆すみっコぐらし,235134,0.9245959655538516
0,674,19,一番くじアイドリッシュセブン＆すみっコぐらし,235808,0.9272462742322363
0,625,20,一番くじアイドリッシュセブン＆すみっコぐらし,236433,0.9297039046832606
0,1375,21,一番くじアイドリッシュセブン＆すみっコぐらし,237808,0.9351106916755141
0,741,22,一番くじアイドリッシュセブン＆すみっコぐらし,238549,0.9380244583382485
0,437,23,一番くじアイドリッシュセブン＆すみっコぐらし,238986,0.9397428335496049
0,553,24,一番くじアイドリッシュセブン＆すみっコぐらし,239539,0.9419173449726711
0,267,25,一番くじアイドリッシュセブン＆すみっコぐらし,239806,0.9429672447013487
0,313,26,一番くじアイドリッシュセブン＆すみっコぐらし,240119,0.9441980260312217
0,245,27,一番くじアイドリッシュセブン＆すみっコぐらし,240364,0.9451614171680233
0,246,28,一番くじアイドリッシュセブン＆すみっコぐらし,240610,0.9461287405135465
0,427,29,一番くじアイドリッシュセブン＆すみっコぐらし,241037,0.9478077936376863
0,295,30,一番くじアイドリッシュセブン＆すみっコぐらし,241332,0.9489677952105697
0,299,31,一番くじアイドリッシュセブン＆すみっコぐらし,241631,0.9501435256183398
0,188,32,一番くじアイドリッシュセブン＆すみっコぐらし,241819,0.9508827808580079
0,282,33,一番くじアイドリッシュセブン＆すみっコぐらし,242101,0.9519916637175101
0,167,34,一番くじアイドリッシュセブン＆すみっコぐらし,242268,0.9526483425740239
0,215,35,一番くじアイドリッシュセブン＆すみっコぐらし,242483,0.9534937674491762
0,201,36,一番くじアイドリッシュセブン＆すみっコぐらし,242684,0.9542841414022256
0,226,37,一番くじアイドリッシュセブン＆すみっコぐらし,242910,0.955172820573316
0,265,38,一番くじアイドリッシュセブン＆すみっコぐらし,243175,0.9562148558845504
0,152,39,一番くじアイドリッシュセブン＆すみっコぐらし,243327,0.9568125516102395
0,179,40,一番くじアイドリッシュセブン＆すみっコぐらし,243506,0.9575164169714129
0,168,41,一番くじアイドリッシュセブン＆すみっコぐらし,243674,0.9581770280366482
0,148,42,一番くじアイドリッシュセブン＆すみっコぐらし,243822,0.9587589949274508
0,325,43,一番くじアイドリッシュセブン＆すみっコぐらし,244147,0.9600369627619834
0,148,44,一番くじアイドリッシュセブン＆すみっコぐらし,244295,0.960618929652786
0,91,45,一番くじアイドリッシュセブン＆すみっコぐらし,244386,0.9609767606464551
0,139,46,一番くじアイドリッシュセブン＆すみっコぐらし,244525,0.961523337658763
0,113,47,一番くじアイドリッシュセブン＆すみっコぐらし,244638,0.9619676772443081
0,221,48,一番くじアイドリッシュセブン＆すみっコぐらし,244859,0.9628366953717903
0,159,49,一番くじアイドリッシュセブン＆すみっコぐらし,245018,0.963461916558531
0,207,50,一番くじアイドリッシュセブン＆すみっコぐらし,245225,0.9642758837639102
0,141,51,一番くじアイドリッシュセブン＆すみっコぐらし,245366,0.9648303251936613
0,74,52,一番くじアイドリッシュセブン＆すみっコぐらし,245440,0.9651213086390625
0,120,53,一番くじアイドリッシュセブン＆すみっコぐらし,245560,0.9655931736856592
0,124,54,一番くじアイドリッシュセブン＆すみっコぐらし,245684,0.9660807675671425
0,122,55,一番くじアイドリッシュセブン＆すみっコぐらし,245806,0.9665604970311824
0,95,56,一番くじアイドリッシュセブン＆すみっコぐらし,245901,0.9669340568597381
0,184,57,一番くじアイドリッシュセブン＆すみっコぐらし,246085,0.9676575832645197
0,146,58,一番くじアイドリッシュセブン＆すみっコぐらし,246231,0.968231685737879
0,49,59,一番くじアイドリッシュセブン＆すみっコぐらし,246280,0.9684243639652392
0,0,0,一番くじマクロスＦシェリル・ノーム●,0,0.0
396,19,1,一番くじマクロスＦシェリル・ノーム●,19,0.021111111111111112
270,2,2,一番くじマクロスＦシェリル・ノーム●,21,0.023333333333333334
0,1,3,一番くじマクロスＦシェリル・ノーム●,22,0.024444444444444446
0,9,4,一番くじマクロスＦシェリル・ノーム●,31,0.034444444444444444
0,5,5,一番くじマクロスＦシェリル・ノーム●,36,0.04
